Rank,Player Name,Team,Succesful,Errors,Attemps,Average Per Match,Success,Total
14,Planinšič,SLO,0,0,0,,,0
14,Kozamernik,SLO,0,0,0,,,0
14,Kök,SLO,0,0,0,,,0
14,Toman,SLO,0,0,0,,,0
14,Štalekar,SLO,0,0,0,,,0
14,Koncilja,SLO,0,0,0,,,0
14,Ropret,SLO,0,0,0,,,0
14,Mujanović,SLO,0,0,0,,,0
14,Popiwczak,POL,0,0,0,,,0
14,Kaczmarek,POL,0,0,4,0.0,0.0,4
14,Kurek,POL,0,0,0,,,0
14,Bednorz,POL,0,0,2,0.0,0.0,2
14,Łomacz,POL,0,0,0,,,0
14,Kochanowski,POL,0,0,0,,,0
14,Semeniuk,POL,0,0,3,0.0,0.0,3
14,Janusz,POL,0,0,1,0.0,0.0,1
14,Bieniek,POL,0,0,2,0.0,0.0,2
14,Huber,POL,0,0,1,0.0,0.0,1
14,Bruno,BRA,0,0,0,,,0
14,Otávio,BRA,0,0,0,,,0
14,Adriano,BRA,0,0,0,,,0
14,Leal,BRA,0,1,9,0.0,0.0,10
14,Fernando,BRA,0,0,0,,,0
14,Maique,BRA,0,0,0,,,0
14,Lucas,BRA,0,0,1,0.0,0.0,1
14,Roque,BRA,0,0,0,,,0
14,Alan,BRA,0,0,1,0.0,0.0,1
14,Flavio,BRA,0,0,2,0.0,0.0,2
14,Judson,BRA,0,0,0,,,0
14,Larry,JPN,0,0,0,,,0
