web-scraper-order,web-scraper-start-url,Rank,Player Name,Team,Succesful,Errors,Attemps,Average Per Match,Success,Total
"1741285794-23","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","19","Tuinstra","NED","79","19","195","5.64","26.96","293"
"1741285794-24","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","19","Defalco","USA","79","8","163","5.27","31.60","250"
"1741285794-25","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","20","Bann","CAN","78","10","115","7.09","38.42","203"
"1741285794-26","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","21","Salehi","IRI","77","12","168","5.13","29.96","257"
"1741285794-27","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","21","Muagututia","USA","77","14","89","5.13","42.78","180"
"1741285794-28","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","22","Ngapeth","FRA","73","13","148","6.08","31.20","234"
"1741285794-29","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","23","Ran","JPN","72","8","105","4.80","38.92","185"
"1741285794-30","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","24","Clevenot","FRA","70","6","101","5.00","39.55","177"
"1741285794-31","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","25","Kovačević","SRB","69","15","161","6.90","28.16","245"
"1741285794-32","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","26","Michieletto","ITA","67","15","185","4.47","25.09","267"
"1741285794-33","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","26","Facu","ARG","67","20","174","4.47","25.67","261"
"1741285794-34","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","27","Golubev","RUS","66","13","138","4.40","30.41","217"
"1741285794-35","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","28","Lucarelli","BRA","65","8","154","4.33","28.63","227"
"1741285794-36","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","29","Hoag","CAN","63","10","130","4.20","31.03","203"
"1741285794-37","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","30","V. Ivanov","BUL","58","15","114","4.14","31.02","187"
"1741285794-38","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","31","Tillie","FRA","55","10","102","3.44","32.93","167"
"1741285794-39","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","32","Perrin","CAN","54","15","117","4.15","29.03","186"
"1741285794-40","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","32","Kubiak","POL","54","13","116","4.50","29.51","183"
"1741285794-41","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","33","Reichert","GER","51","9","93","3.40","33.33","153"
"1741285794-42","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","33","Volkov","RUS","51","10","104","3.64","30.91","165"
"1741285794-43","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","33","Douglas","BRA","51","10","82","3.00","35.66","143"
"1741285794-44","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","34","Zatorski","POL","50","9","84","2.94","34.97","143"
"1741285794-45","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","35","Takanashi","JPN","48","12","87","3.43","32.65","147"
"1741285794-46","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","36","Garrett","AUS","47","13","96","3.92","30.13","156"
"1741285794-47","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","37","Senica","AUS","46","5","68","3.07","38.66","119"
"1741285794-48","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","37","Leon","POL","46","11","109","3.54","27.71","166"
"1741285794-49","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","38","Jaeschke","USA","45","5","67","3.75","38.46","117"
"1741285794-50","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","38","Leal","BRA","45","15","174","3.00","19.23","234"
"1741285794-51","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","39","Rossard T","FRA","44","5","54","4.40","42.72","103"
"1741285794-52","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","39","Mendez","ARG","44","12","116","2.93","25.58","172"
"1741285794-53","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","40","Wojtaszek","POL","43","6","70","3.07","36.13","119"
"1741285794-54","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","41","Louati","FRA","42","10","90","3.23","29.58","142"
"1741285794-55","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","42","Podlesnykh","RUS","41","9","85","2.93","30.37","135"
"1741285794-56","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","43","Martinez Franchi","ARG","39","4","75","3.25","33.05","118"
"1741285794-57","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","43","Marshall","CAN","39","9","70","3.00","33.05","118"
"1741285794-58","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","44","Atanasov","BUL","38","2","80","2.53","31.67","120"
"1741285794-59","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","44","Hazrat","IRI","38","2","51","2.92","41.76","91"
"1741285794-60","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","45","Ter Horst","NED","36","12","89","3.27","26.28","137"
"1741285794-61","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","45","Danani","ARG","36","5","75","5.14","31.03","116"
"1741285794-62","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","46","Esfandiar","IRI","35","16","72","2.50","28.46","123"
"1741285794-63","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","47","Ogawa","JPN","34","10","66","2.27","30.91","110"
"1741285794-64","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","48","Mauricio","BRA","33","11","57","1.94","32.67","101"
"1741285794-65","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","49","Semeniuk","POL","32","1","55","2.46","36.36","88"
"1741285794-66","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","49","Bottolo","ITA","32","11","86","2.13","24.81","129"
"1741285794-67","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","50","Petrov","BUL","31","16","100","2.07","21.09","147"
"1741285794-68","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","50","Baranov","RUS","31","7","56","2.07","32.98","94"
"1741285794-69","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","50","Bogdan","RUS","31","7","44","2.07","37.80","82"
"1741285794-70","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","50","Massimino","ARG","31","5","44","2.58","38.75","80"
"1741285794-71","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","50","T. Sander","USA","31","5","43","5.17","39.24","79"
"1741285794-72","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","51","Kaliberda","GER","29","6","75","2.23","26.36","110"
"1741285794-73","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","51","Loeppky","CAN","29","7","74","2.07","26.36","110"
"1741285794-74","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","52","Perić","SRB","28","8","69","1.87","26.67","105"
"1741285794-75","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","52","Śliwka","POL","28","6","43","1.87","36.36","77"
"1741285794-76","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","52","Poglajen","ARG","28","13","78","2.55","23.53","119"
"1741285794-77","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","53","Fornal","POL","25","0","28","2.08","47.17","53"
"1741285794-78","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","53","S.Ivanov","BUL","25","12","53","2.27","27.78","90"
"1741285794-79","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","54","Diez","FRA","23","5","25","1.35","43.40","53"
"1741285794-80","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","54","Cavuto","ITA","23","5","69","1.53","23.71","97"
"1741285794-81","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","55","Bednorz","POL","22","3","18","2.44","51.16","43"
"1741285794-82","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","56","Fromm","GER","21","7","57","1.40","24.71","85"
"1741285794-83","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","56","Kujundžić","SRB","21","5","36","1.50","33.87","62"
"1741285794-84","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","56","Palacios","ARG","21","2","31","1.91","38.89","54"
"1741285794-85","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","57","Azeez","AUS","20","12","31","1.67","31.75","63"
"1741285794-86","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","58","Fukuzawa","JPN","18","4","45","1.29","26.87","67"
"1741285794-87","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","58","Otsuka","JPN","18","4","51","1.20","24.66","73"
"1741285794-88","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","59","Možič","SLO","17","6","59","1.00","20.73","82"
"1741285794-89","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","59","Ottevanger","NED","17","13","59","1.13","19.10","89"
"1741285794-90","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","59","Maar","CAN","17","5","45","1.70","25.37","67"
"1741285794-91","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","60","Lyneel","FRA","16","1","32","2.29","32.65","49"
"1741285794-92","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","60","Anderson","USA","16","1","19","1.78","44.44","36"
"1741285794-93","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","61","M. Ivanov","BUL","14","2","44","0.93","23.33","60"
"1741285794-94","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","61","Z. Štern","SLO","14","6","41","0.82","22.95","61"
"1741285794-95","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","62","Taylor","AUS","13","16","39","0.87","19.12","68"
"1741285794-96","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","62","Jorna","NED","13","4","28","2.17","28.89","45"
"1741285794-97","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","63","Morteza","IRI","12","7","50","1.09","17.39","69"
"1741285794-98","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","64","Mote","AUS","11","0","10","0.79","52.38","21"
"1741285794-99","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","64","Kovač","SRB","11","4","25","0.73","27.50","40"
"1741285794-100","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","64","B. Sander","USA","11","6","19","1.00","30.56","36"
"1741285794-101","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","65","Chinenyeze","FRA","10","1","3","0.59","71.43","14"
"1741285794-102","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","65","Lyutskanov","BUL","10","3","29","1.11","23.81","42"
"1741285794-103","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","66","Krsmanović","SRB","9","1","8","0.60","50.00","18"
"1741285794-104","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","66","Semyshev","RUS","9","2","18","1.12","31.03","29"
"1741285794-105","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","67","Onodera","JPN","8","0","5","0.62","61.54","13"
"1741285794-106","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","67","P. Fayazi","IRI","8","5","25","0.73","21.05","38"
"1741285794-107","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","67","Maique","BRA","8","0","10","0.47","44.44","18"
"1741285794-108","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","68","Pajenk","SLO","7","1","12","0.41","35.00","20"
"1741285794-109","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","68","Sole","ITA","7","0","6","0.64","53.85","13"
"1741285794-110","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","68","Ramos","ARG","7","1","5","0.47","53.85","13"
"1741285794-111","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","69","Kozamernik","SLO","6","0","11","0.38","35.29","17"
"1741285794-112","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","69","Watten","USA","6","2","15","0.55","26.09","23"
"1741285794-113","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","69","Stahl","USA","6","0","3","0.46","66.67","9"
"1741285794-114","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","70","Sossenheimer","GER","5","3","35","0.42","11.63","43"
"1741285794-115","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","70","Masoud","IRI","5","0","2","0.33","71.43","7"
"1741285794-116","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","70","Mikhaylov","RUS","5","0","16","0.36","23.81","21"
"1741285794-117","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","70","Isac","BRA","5","0","2","0.31","71.43","7"
"1741285794-118","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","71","Karyagin","BUL","4","11","36","0.27","7.84","51"
"1741285794-119","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","71","O'Dea","AUS","4","2","8","0.27","28.57","14"
"1741285794-120","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","71","Yamauchi","JPN","4","0","10","0.27","28.57","14"
"1741285794-121","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","71","Lee","JPN","4","2","2","0.27","50.00","8"
"1741285794-122","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","71","Seyed","IRI","4","1","10","0.29","26.67","15"
"1741285794-123","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","71","van Schie","NED","4","5","22","0.33","12.90","31"
"1741285794-124","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","71","Smith","USA","4","0","4","0.29","50.00","8"
"1741285794-125","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","71","Jansen Vandoorn","CAN","4","0","7","0.27","36.36","11"
"1741285794-126","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","71","Szwarc","CAN","4","1","3","0.27","50.00","8"
"1741285794-127","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","71","Federici","ITA","4","2","9","0.27","26.67","15"
"1741285794-128","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","71","Van Berkel","CAN","4","1","12","0.29","23.53","17"
"1741285794-129","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","72","Bultor","FRA","3","1","3","0.18","42.86","7"
"1741285794-130","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","72","Grozdanov","BUL","3","0","2","1.00","60.00","5"
"1741285794-131","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","72","Podraščanin","ITA","3","0","6","0.20","33.33","9"
"1741285794-132","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","72","Nimir","NED","3","2","1","0.25","50.00","6"
"1741285794-133","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","72","Parkinson","NED","3","2","8","0.23","23.08","13"
"1741285794-134","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","72","Volvich","RUS","3","2","6","0.20","27.27","11"
"1741285794-135","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","72","Mosca","ITA","3","1","10","0.21","21.43","14"
"1741285794-136","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","72","Nicolas","ARG","3","1","11","0.60","20.00","15"
"1741285794-137","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","72","Douglas-Powell","AUS","3","1","2","3.00","50.00","6"
"1741285794-138","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","73","Chavdarov","BUL","2","0","6","0.15","25.00","8"
"1741285794-139","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","73","Krage","GER","2","3","4","0.15","22.22","9"
"1741285794-140","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","73","Weber","GER","2","0","0","0.15","100.00","2"
"1741285794-141","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","73","Krick","GER","2","1","7","0.14","20.00","10"
"1741285794-142","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","73","Shimizu","JPN","2","1","6","0.15","22.22","9"
"1741285794-143","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","73","Wiltenburg","NED","2","2","6","0.14","20.00","10"
"1741285794-144","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","73","Holt","USA","2","0","3","0.17","40.00","5"
"1741285794-145","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","73","Vigrass","CAN","2","1","2","0.25","40.00","5"
"1741285794-146","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","73","Kurek","POL","2","0","4","0.18","33.33","6"
"1741285794-147","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","73","Bieniek","POL","2","0","2","0.15","50.00","4"
"1741285794-148","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","73","Vaccari","BRA","2","0","2","0.20","50.00","4"
"1741285794-149","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","73","Flavio","BRA","2","2","4","0.12","25.00","8"
"1741285794-150","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","73","Jendryk","USA","2","0","5","0.15","28.57","7"
"1741285794-151","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","73","Alan","BRA","2","0","2","0.12","50.00","4"
"1741285794-152","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","73","Loser Bruno","ARG","2","2","10","0.17","14.29","14"
"1741285794-153","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","73","M. Souza","BRA","2","0","6","0.15","25.00","8"
"1741285794-154","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","74","Le Goff","FRA","1","0","4","0.06","20.00","5"
"1741285794-155","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","74","Kartev","BUL","1","1","1","0.08","33.33","3"
"1741285794-156","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","74","Hirsch","GER","1","1","1","0.07","33.33","3"
"1741285794-157","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","74","Graham","AUS","1","3","3","0.07","14.29","7"
"1741285794-158","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","74","Weir","AUS","1","1","1","0.07","33.33","3"
"1741285794-159","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","74","A. Ghafour","IRI","1","0","4","0.20","20.00","5"
"1741285794-160","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","74","Klobucar","SLO","1","1","3","0.08","20.00","5"
"1741285794-161","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","74","van Zeist","NED","1","0","4","0.08","20.00","5"
"1741285794-162","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","74","van Tilburg","NED","1","2","6","0.07","11.11","9"
"1741285794-163","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","74","Kurkaev","RUS","1","0","4","0.07","20.00","5"
"1741285794-164","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2021/statistics/men/best-receivers/","74","Ensing","USA","1","0","1","0.07","50.00","2"
